,Date,Close
0,2024-11-12,4.554
1,2024-11-08,4.471
2,2024-11-07,4.531
3,2024-11-06,4.612
4,2024-11-05,4.436
5,2024-11-04,4.468
6,2024-11-01,4.58
7,2024-10-31,4.476
8,2024-10-30,4.504
9,2024-10-29,4.499
10,2024-10-28,4.53
11,2024-10-25,4.5
12,2024-10-24,4.475
13,2024-10-23,4.52
14,2024-10-22,4.497
15,2024-10-21,4.5
16,2024-10-18,4.393
17,2024-10-17,4.39
18,2024-10-16,4.296
19,2024-10-15,4.321
20,2024-10-11,4.412
21,2024-10-10,4.36
22,2024-10-09,4.342
23,2024-10-08,4.294
24,2024-10-07,4.306
25,2024-10-04,4.251
26,2024-10-03,4.178
27,2024-10-02,4.13
28,2024-10-01,4.073
29,2024-09-30,4.12
30,2024-09-27,4.105
31,2024-09-26,4.132
32,2024-09-25,4.141
33,2024-09-24,4.085
34,2024-09-23,4.093
35,2024-09-20,4.085
36,2024-09-19,4.051
37,2024-09-18,4.021
38,2024-09-17,3.96
39,2024-09-16,3.929
40,2024-09-13,3.981
41,2024-09-12,3.989
42,2024-09-11,3.967
43,2024-09-10,3.964
44,2024-09-09,4.001
45,2024-09-06,4.019
46,2024-09-05,4.021
47,2024-09-04,4.059
48,2024-09-03,4.124
49,2024-08-30,4.196
50,2024-08-29,4.146
51,2024-08-28,4.125
52,2024-08-27,4.114
53,2024-08-26,4.106
54,2024-08-23,4.092
55,2024-08-22,4.127
56,2024-08-21,4.078
57,2024-08-20,4.061
58,2024-08-19,4.123
59,2024-08-16,4.141
60,2024-08-15,4.172
61,2024-08-14,4.126
62,2024-08-13,4.159
63,2024-08-12,4.201
64,2024-08-09,4.22
65,2024-08-08,4.278
66,2024-08-07,4.247
67,2024-08-06,4.18
68,2024-08-05,4.073
69,2024-08-02,4.108
70,2024-08-01,4.277
71,2024-07-31,4.304
72,2024-07-30,4.396
73,2024-07-29,4.425
74,2024-07-26,4.453
75,2024-07-25,4.484
76,2024-07-24,4.543
77,2024-07-23,4.485
78,2024-07-22,4.473
79,2024-07-19,4.448
80,2024-07-18,4.422
81,2024-07-17,4.376
82,2024-07-16,4.373
83,2024-07-15,4.459
84,2024-07-12,4.397
85,2024-07-11,4.421
86,2024-07-10,4.478
87,2024-07-09,4.489
88,2024-07-08,4.466
89,2024-07-05,4.478
90,2024-07-03,4.528
91,2024-07-02,4.606
92,2024-07-01,4.625
93,2024-06-28,4.559
94,2024-06-27,4.427
95,2024-06-26,4.463
96,2024-06-25,4.378
97,2024-06-24,4.366
98,2024-06-21,4.398
99,2024-06-20,4.398
100,2024-06-18,4.356
101,2024-06-17,4.406
102,2024-06-14,4.349
103,2024-06-13,4.398
104,2024-06-12,4.476
105,2024-06-11,4.537
106,2024-06-10,4.597
107,2024-06-07,4.555
108,2024-06-06,4.436
109,2024-06-05,4.43
110,2024-06-04,4.474
111,2024-06-03,4.538
112,2024-05-31,4.649
113,2024-05-30,4.68
114,2024-05-29,4.734
115,2024-05-28,4.666
116,2024-05-24,4.571
117,2024-05-23,4.582
118,2024-05-22,4.539
119,2024-05-21,4.55
120,2024-05-20,4.585
121,2024-05-17,4.56
122,2024-05-16,4.513
123,2024-05-15,4.501
124,2024-05-14,4.586
125,2024-05-13,4.63
126,2024-05-10,4.64
127,2024-05-09,4.609
128,2024-05-08,4.64
129,2024-05-07,4.598
130,2024-05-06,4.636
131,2024-05-03,4.666
132,2024-05-02,4.729
133,2024-05-01,4.75
134,2024-04-30,4.785
135,2024-04-29,4.732
136,2024-04-26,4.776
137,2024-04-25,4.813
138,2024-04-24,4.772
139,2024-04-23,4.728
140,2024-04-22,4.714
141,2024-04-19,4.712
142,2024-04-18,4.731
143,2024-04-17,4.701
144,2024-04-16,4.763
145,2024-04-15,4.718
146,2024-04-12,4.63
147,2024-04-11,4.679
148,2024-04-10,4.624
149,2024-04-09,4.497
150,2024-04-08,4.55
151,2024-04-05,4.554
152,2024-04-04,4.477
153,2024-04-03,4.508
154,2024-04-02,4.496
155,2024-04-01,4.449
156,2024-03-28,4.344
157,2024-03-27,4.351
158,2024-03-26,4.399
159,2024-03-25,4.416
160,2024-03-22,4.379
161,2024-03-21,4.436
162,2024-03-20,4.454
163,2024-03-19,4.442
164,2024-03-18,4.449
165,2024-03-15,4.43
166,2024-03-14,4.434
167,2024-03-13,4.341
168,2024-03-12,4.313
169,2024-03-11,4.261
170,2024-03-08,4.254
171,2024-03-07,4.244
172,2024-03-06,4.241
173,2024-03-05,4.293
174,2024-03-04,4.354
175,2024-03-01,4.328
176,2024-02-29,4.38
177,2024-02-28,4.406
178,2024-02-27,4.427
