,Date,Close
0,2024-11-12,4.397
1,2024-11-08,4.305
2,2024-11-07,4.328
3,2024-11-06,4.433
4,2024-11-05,4.273
5,2024-11-04,4.286
6,2024-11-01,4.385
7,2024-10-31,4.285
8,2024-10-30,4.301
9,2024-10-29,4.255
10,2024-10-28,4.283
11,2024-10-25,4.241
12,2024-10-24,4.213
13,2024-10-23,4.247
14,2024-10-22,4.209
15,2024-10-21,4.197
16,2024-10-18,4.084
17,2024-10-17,4.092
18,2024-10-16,4.014
19,2024-10-15,4.034
20,2024-10-11,4.101
21,2024-10-10,4.063
22,2024-10-09,4.074
23,2024-10-08,4.013
24,2024-10-07,4.027
25,2024-10-04,3.968
26,2024-10-03,3.847
27,2024-10-02,3.783
28,2024-10-01,3.732
29,2024-09-30,3.782
30,2024-09-27,3.752
31,2024-09-26,3.797
32,2024-09-25,3.786
33,2024-09-24,3.73
34,2024-09-23,3.751
35,2024-09-20,3.742
36,2024-09-19,3.715
37,2024-09-18,3.705
38,2024-09-17,3.647
39,2024-09-16,3.619
40,2024-09-13,3.653
41,2024-09-12,3.675
42,2024-09-11,3.654
43,2024-09-10,3.644
44,2024-09-09,3.701
45,2024-09-06,3.71
46,2024-09-05,3.728
47,2024-09-04,3.756
48,2024-09-03,3.832
49,2024-08-30,3.904
50,2024-08-29,3.862
51,2024-08-28,3.836
52,2024-08-27,3.823
53,2024-08-26,3.817
54,2024-08-23,3.8
55,2024-08-22,3.853
56,2024-08-21,3.802
57,2024-08-20,3.808
58,2024-08-19,3.872
59,2024-08-16,3.884
60,2024-08-15,3.914
61,2024-08-14,3.837
62,2024-08-13,3.844
63,2024-08-12,3.905
64,2024-08-09,3.941
65,2024-08-08,3.99
66,2024-08-07,3.944
67,2024-08-06,3.893
68,2024-08-05,3.789
69,2024-08-02,3.791
70,2024-08-01,3.977
71,2024-07-31,4.032
72,2024-07-30,4.14
73,2024-07-29,4.175
74,2024-07-26,4.195
75,2024-07-25,4.242
76,2024-07-24,4.285
77,2024-07-23,4.252
78,2024-07-22,4.254
79,2024-07-19,4.24
80,2024-07-18,4.203
81,2024-07-17,4.159
82,2024-07-16,4.159
83,2024-07-15,4.23
84,2024-07-12,4.184
85,2024-07-11,4.211
86,2024-07-10,4.285
87,2024-07-09,4.297
88,2024-07-08,4.28
89,2024-07-05,4.279
90,2024-07-03,4.36
91,2024-07-02,4.433
92,2024-07-01,4.462
93,2024-06-28,4.397
94,2024-06-27,4.287
95,2024-06-26,4.33
96,2024-06-25,4.249
97,2024-06-24,4.233
98,2024-06-21,4.257
99,2024-06-20,4.261
100,2024-06-18,4.224
101,2024-06-17,4.282
102,2024-06-14,4.222
103,2024-06-13,4.245
104,2024-06-12,4.317
105,2024-06-11,4.405
106,2024-06-10,4.468
107,2024-06-07,4.434
108,2024-06-06,4.288
109,2024-06-05,4.276
110,2024-06-04,4.327
111,2024-06-03,4.389
112,2024-05-31,4.5
113,2024-05-30,4.547
114,2024-05-29,4.614
115,2024-05-28,4.551
116,2024-05-24,4.466
117,2024-05-23,4.478
118,2024-05-22,4.424
119,2024-05-21,4.413
120,2024-05-20,4.445
121,2024-05-17,4.422
122,2024-05-16,4.376
123,2024-05-15,4.341
124,2024-05-14,4.44
125,2024-05-13,4.487
126,2024-05-10,4.497
127,2024-05-09,4.454
128,2024-05-08,4.495
129,2024-05-07,4.458
130,2024-05-06,4.488
131,2024-05-03,4.51
132,2024-05-02,4.582
133,2024-05-01,4.629
134,2024-04-30,4.681
135,2024-04-29,4.615
136,2024-04-26,4.665
137,2024-04-25,4.705
138,2024-04-24,4.643
139,2024-04-23,4.601
140,2024-04-22,4.61
141,2024-04-19,4.622
142,2024-04-18,4.634
143,2024-04-17,4.588
144,2024-04-16,4.668
145,2024-04-15,4.603
146,2024-04-12,4.523
147,2024-04-11,4.589
148,2024-04-10,4.545
149,2024-04-09,4.363
150,2024-04-08,4.422
151,2024-04-05,4.404
152,2024-04-04,4.31
153,2024-04-03,4.348
154,2024-04-02,4.35
155,2024-04-01,4.311
156,2024-03-28,4.201
157,2024-03-27,4.191
158,2024-03-26,4.233
159,2024-03-25,4.246
160,2024-03-22,4.199
161,2024-03-21,4.268
162,2024-03-20,4.274
163,2024-03-19,4.294
164,2024-03-18,4.325
165,2024-03-15,4.307
166,2024-03-14,4.291
167,2024-03-13,4.191
168,2024-03-12,4.153
169,2024-03-11,4.099
170,2024-03-08,4.076
171,2024-03-07,4.085
172,2024-03-06,4.104
173,2024-03-05,4.153
174,2024-03-04,4.214
175,2024-03-01,4.182
176,2024-02-29,4.251
177,2024-02-28,4.265
178,2024-02-27,4.304
179,2024-02-26,4.28
180,2024-02-23,4.249
181,2024-02-22,4.323
182,2024-02-21,4.32
183,2024-02-20,4.276
184,2024-02-16,4.281
185,2024-02-15,4.232
186,2024-02-14,4.257
187,2024-02-13,4.315
188,2024-02-12,4.18
189,2024-02-09,4.176
190,2024-02-08,4.155
191,2024-02-07,4.122
192,2024-02-06,4.101
193,2024-02-05,4.159
194,2024-02-02,4.022
195,2024-02-01,3.881
196,2024-01-31,3.913
197,2024-01-30,4.033
198,2024-01-29,4.075
199,2024-01-26,4.138
200,2024-01-25,4.119
201,2024-01-24,4.177
202,2024-01-23,4.13
203,2024-01-22,4.106
204,2024-01-19,4.124
205,2024-01-18,4.143
206,2024-01-17,4.104
207,2024-01-16,4.059
208,2024-01-12,3.941
209,2024-01-11,3.967
210,2024-01-10,4.029
211,2024-01-09,4.014
212,2024-01-08,4.031
213,2024-01-05,4.047
214,2024-01-04,4.001
215,2024-01-03,3.918
216,2024-01-02,3.931
217,2023-12-29,3.88
218,2023-12-28,3.845
219,2023-12-27,3.795
220,2023-12-26,3.898
221,2023-12-22,3.896
222,2023-12-21,3.889
223,2023-12-20,3.848
224,2023-12-19,3.932
225,2023-12-18,3.933
